pair_type,index_a,index_b,similarity,clause_a,clause_b,is_similar
random,2260,3738,,"If AbbVie notifies Harpoon in writing within [***] after receipt of such copy that AbbVie wishes to receive a license or sublicense (as applicable) under, and be subject to the rights and obligations of, the Proposed Future In-Licensed Rights as they apply to AbbVie and this Agreement, then the Proposed Future In-Licensed Rights shall automatically be included in the Harpoon Patents and/or Harpoon Know-How (as applicable) hereunder and AbbVie agrees to abide by all applicable terms and conditions of such license, sublicense or other agreement, as it relates to AbbVie and this Agreement, including payment of any financial obligations based upon AbbVie's practice of such intellectual property rights.","This Agreement and its formation, operation and performance      shall be governed, construed, performed, and enforced in accordance with      the laws of the State of California.",0
random,2293,9384,,"Such insurance (a) shall be primary insurance with respect to each Party's own participation under this Agreement, (b) shall be issued by a recognized insurer rated by A.M. Best ""A-VII"" (or its equivalent) or better, or an insurer pre- approved in writing by the other Party, and (c) shall list the other Party as an additional insured under the General Liability Policy.","The Term of this Agreement shall be extended for subsequent one year periods upon the mutual agreement of the parties, which agreement shall be set forth in writing (in which event a party that desires to so extend the Term of this Agreement shall notify the other party at least 120 days prior to the termination of this Agreement).",0
random,2328,6910,,"To the extent any Derived Works are  included in the Service, NCM hereby grants to Network Affiliate during the Term a non-exclusive, non-transferable, non-sublicenseable license to  such Derived Works solely for use in connection with the Service as expressly provided by this Agreement.","Throughout the Term Intuit will not place, and will not allow any party      acting on its behalf to place, any graphic, link or other form of      advertising or media on any page of the Quicken.com Site and/or on any page      on the AOL.com Personal Finance Site (other than the Channel Home Page),      which markets or promotes any electronic postage product, postage meter





     and/or service (""Postage Products"") offered by a Client Competitor.",0
random,2364,2668,,"IF A CLAIM OR CAUSE OF ACTION IS ATTRIBUTABLE TO A PRODUCT OR ANY SERVICES PROVIDED UNDER THE SUBSCRIPTION LICENSE AGREEMENT, THE REMEDIES SET FORTH IN THE SUBSCRIPTION LICENSE AGREEMENT, TO THE EXCLUSION OF THE REMEDIES SET FORTH IN THIS AGREEMENT, SHALL CONSTITUTE THE SOLE AND EXCLUSIVE REMEDIES AVAILABLE TO A PARTY FOR SUCH CLAIM OR CAUSE OF ACTION.","However, Qualigen shall not engage any distributors (whether exclusive or non-exclusive) other than Sekisui for the Qualigen Retained Customers",0
random,2401,6974,,"Notwithstanding Section 4.6.2, for a period of 10 years following Installation of a System, Accuray will  provide to Customer, without charge, Bug Fixes with respect to any software included in the System.","The Developer expressly acknowledges and agrees that any all proprietary materials prepared by the Developer under this Agreement shall be considered ""works for hire"" and the exclusive property of the Client unless otherwise specified.",0
random,2406,8647,,"This Agreement shall commence as of the Effective Date and shall continue in full force and effect for an initial term of  three (3) years from the Promotion Commencement Date, divided into three one-year periods.","""Hydraspin Share"" means, with respect to Net Revenue, the percentage of Net Revenue that Hydraspin is entitled to receive, as follows: (i) for the first ten (10) Products installed, 92.5% of Net Revenue, and (ii) for the eleventh (11th) Product installed and all Products installed thereafter, 85% of Net Revenue.",0
random,2483,4021,,"Subject to Subsection (g) below, Vendor shall provide and shall require that its Subcontractors provide to AT&T, its auditors (including internal audit staff and external auditors), and governmental authorities access at all reasonable times to:

(i) any facility at which the Services or any portion thereof are being performed;

(ii) systems and assets used to provide the Services or any portion thereof;

(iii) Vendor employees and Subcontractor employees providing the Services or any portion thereof; and

(iv) all Vendor and Subcontractor records, including financial records relating to the invoices and payment obligations and supporting documentation, pertaining to the Services.",VerticalNet shall not enter into any agreement with a Neoforma Competitor for the on-line listing of Medical Products or place any Link to the Site of a Neoforma Competitor on the VerticalNet Medical Online Communities.,0
random,2569,9159,,"Save the event of gross negligence or willful misconduct, if any claims arise by the SENDER such as the loss of profit, this shall not  exceed twenty five percent (25%) of the value that ECOPETROL is obliged to indemnify the SENDER under this numeral 11.2(d) of the  Contract hereof.","EFS shall maintain at all times during the Term of this Agreement insurance as provided below and  shall name Client, its parent company, subsidiaries and affiliated entities and their respective officers, directors, shareholders,  agents and employees as additional insureds to the extent of indemnity provided herein under its liability policies as follows:     (i) Commercial general liability insurance including premises/operations, broad form property damage,  independent contractors, and contractual liability covering EFS' obligations hereunder for bodily injury and property damage, with  a combined single limit of not less than $1,000,000 each occurrence and $6,000,000 umbrella coverage;     (ii) Workers' compensation insurance in statutory amounts covering EFS and its employees; and     (iii) Errors and omissions insurance, and employer's liability insurance in an amount not less than  $1,000,000 per accident/disease.",0
random,2621,5582,,"If the Village Media Company does not exercise its right of first refusal, PFHOF shall have the right to grant a license with respect to such third party on the same terms originally provided to the Village Media Company.","If the Company or any of its Subsidiaries decides to seek a joint venture partner to develop, acquire or otherwise earn an interest in any Properties including the Existing Properties, in circumstances where the Company's participation in such joint venture is not dependent on the participation of a particular third party as joint venture partner (such as in the case of an earn-in) (each a ""Proposed Joint Venture""), the Company shall immediately provide notice to HOC (the ""Joint Venture Proposal Notice"") specifying sufficient information regarding the particulars of the Proposed Joint Venture to allow HOC to make a reasoned decision in respect of participating in the Proposed Joint Venture, including to the extent any such terms are determinable at such time: (A) a description of the Property in respect of which the Proposed Joint Venture relates, and (B) the terms, including the purchase price, for the Proposed Joint Venture, and if applicable, a true copy of any related term sheet setting forth such terms.",0
random,2692,7111,,"In the event of any breach of Sections 9.1 through 9.3, including without limitation, any actions by stockholders of Qualigen that result in a Sale Transaction without complying with Sections 9.1 through 9.3 above, or otherwise hinder the intent and purpose of the provisions of Sections 9.1 through 9.3 above, in addition to any other remedies available to Sekisui under the terms of this Agreement, including the right to specific performance and other equitable remedies, Sekisui shall be entitled to liquidated damages in the amount of three times any and all Financing Payments made to date.","All costs and expenses incurred in connection with performing any such audit shall be paid by Theravance unless the audit discloses at least a five percent (5%) shortfall, in which case the Recording Party will bear the full cost of the audit for such Calendar Year.",0
random,2999,8008,,"Pretzel  Time  reserves  the right to  suspend  contributions/fees  and operations of the  Advertising  Fund for one or more  periods,  and the right to terminate the  Advertising  Fund, upon thirty (30) days' prior written notice to Franchisee.","Subject to all other terms and conditions set forth herein, as of the date of this agreement, LEADER maintain the software for an additional five years.",0
random,3154,5919,,"Papa John's Marketing Fund, Inc","The provisions of this Agreement shall be binding upon and inure to the benefit of the parties hereto and their respective successors and assigns, provided, that, unless in connection with Permitted Transfers, neither party may assign, delegate or otherwise transfer any of its rights or obligations under this Agreement to any person without the express written consent of the other party hereto and any such assignment or other transfer shall be null and void; provided, further, that no such assignment shall relieve the assigning party of its obligations hereunder if such assignee does not perform such obligations.",0
random,3232,6627,,Green Cross may grant sublicensees solely for purposes of performing its Development obligations under this Agreement,"In addition to any other responsibilities stated in this Agreement, Company will: (a) Provide, at Distributor's reasonable request and without charge, up to 10 hours of training with regard to any characteristics of the Products that Distributor deems reasonably necessary for Distributor and its employees and agents to fulfill the purposes of Distributor's appointment,",0
random,3360,8919,,"Additionally, PB will remain obligated to pay any Approval Payments that become due and payable pursuant to ARTICLE 6 at such time as such payments become due and payable (if ever) pursuant to ARTICLE 6 (except to the extent of the amount of any Buy-Out Payment paid by PB pursuant to Section 6.7), provided that such Approval Payments (or Buy-Out Payment, as applicable) shall be adjusted as set forth in Section 6.2, and reduced by the amount previously paid by PB to SFJ pursuant to this Section 14.2.5.2.","For the avoidance of doubt, any signed Purchase Order which has not been completed at the date of expiry shall continue in effect unless cancelled in accordance with Section 6.4 or Article 18.",0
random,3483,7461,,"In the event this Agreement is terminated by either Party for any reason whatsoever, HEMISPHERX agrees to reasonable efforts to make Product available to SCIEN for a period of three (3) months after the termination date at the same Transfer Price and under the same terms of payment.","During the Term, Franchisor shall have the right to conduct audits of Franchisee with respect to the Smaaash Centres, and inspect the Smaaash Centres, after providing a written notice of 5 (five) days.",0
random,3519,7802,,"The Company and Online BVI each assign to Skype, with full title guarantee, all copyrights, patents, trade marks, service marks, rights of publicity, authors' rights, contract and licensing rights, goodwill and all other intellectual property rights in and to the foregoing translations as may exist now and/or hereafter come into existence and arising under the laws of any jurisdiction for the entire term of such rights and all renewals, revivals and extensions thereof.",Franchisor reserves the right to approve or disapprove any Transfer as its sole and absolute right.,0
random,3532,4644,,"Each Party shall (i) immediately stop displaying, featuring, linking or in any other manner using the Company-Skype Branded Application (provided in the case of Skype, other than the Skype Software in the Company-Skype Branded Application), Company-Skype Toolbar, Company-Skype Branded Web Site, Company-Skype Branded Content, any co-branded materials or any other Intellectual Property of the other Parties (including, without limitation, Intellectual Property deemed to be owned by the other Parties under Section 4.2.3.2); (ii) return such materials directly to the other Parties, or delete and overwrite any electronically stored copies of such materials within thirty (30) days from the date of termination of this Agreement; (iii) within such thirty (30) day period, deliver to the other Parties a certificate duly executed by its authorised officer certifying its compliance with the foregoing, and (iv) provide the other Parties with such information and access to data and databases as may be necessary to permit such other Parties to fulfil any contractual obligations by them to users of the Company-Skype Branded Application undertaken by such other Parties prior to the time of termination.","This Agreement shall be governed by, and construed and enforced in accordance with, the laws of the State of Delaware, without regard to any conflict or choice-of-law provision or rule (whether of the State of Delaware or any other jurisdiction) that would cause the application of the laws of any jurisdiction other than the State of Delaware.",0
random,3831,5739,,"In the event you are a corporation, partnership, limited liability company or other entity, any transfer of stock (or other form of ownership interest) constituting a controlling interest in you will be subject to the consent, right of first refusal, transfer fee and all other applicable provisions of this Agreement.","months, each such extension commencing at the end of the last day of the      Initial Term or the relevant anniversary thereof, unless either Party      serves written notice of termination on the other Party at least 65 days      prior to the end of the Initial Term, or any subsequent extension.",0
random,3868,5553,,"non-food products, beverages, and other items, products, delivery vehicles, products and supplies for test of content and evaluation purposes to make certain that the Menu Items, ingredients, food and non-food products, beverages and other items, products, delivery vehicles, materials and supplies are satisfactory and meet our quality control provisions and performance standards.","This Agreement shall be governed by, and construed in accordance with, the Laws of the State of New York, applicable to contracts executed in and to be performed entirely within that",0
random,3954,4979,,Axiometric shall have the exclusive right to market                            and sell AMR Product Suites to entities whose                            corporate headquarters are physically located in the                            United States and U.S. territories with the exception                            of Datamatic as defined in 3.3.1 and 3.3.2 below,Sanofi may exercise its Option at any time during the Term by providing RevMed with written notice of such exercise,0
random,4238,8846,,Support and Maintenance Agreement,"In the event COMWARE  purchases an amount less than      $45,420.00, than this Agreement will automatically terminate.",0
random,4255,6110,,Any assignment in          violation of this Section 14.1 shall be null and void.,"PaperExchange hereby grants VerticalNet an exclusive license to use, modify, enhance, reproduce, display, perform and transmit the PaperExchange Content, subject to and in accordance with the terms, conditions and provisions of this Agreement.",0
random,4320,8172,,"The Joint Venture is a fixed term Joint Venture beginning November 27, 2018 and ending November 30th, 2019 or as otherwise provided in this Agreement.",The distribution limits stated above are the maximum number of Pin Codes that may be distributed in the Promotion.,0
random,4358,6101,,"The term of this Agreement shall be one (1) year, commencing January 1, 2008 and ending on December 31, 2008.","During the Term, PaperExchange shall not place any advertisements on the PaperExchange Site from any Pulp and Paper Online Competitor.",0
random,4651,8860,,"UTC, on behalf of itself and the other members of the UTC Group, hereby grants to Otis, Carrier and the other members of the Otis Group and the Carrier Group a limited, non-exclusive, non-transferable, personal and nonsublicensable right to continue temporarily to use, following the Effective Time, any United Technologies Trademark it is using immediately prior to the Effective Time, solely to the extent of such pre- Separation use and in accordance with product quality standards and programs in place at the respective member of the Otis Group or the Carrier Group immediately prior to the Effective Time, and strictly in accordance with this Section 4.2.3; provided that Otis and Carrier shall, and shall cause each of its respective Affiliates (including, after the Effective Time, the members of, respectively, the Otis Group and the Carrier Group) (a) not to hold itself out as having any affiliation with UTC or any member of the UTC Group (except to the extent a third party may infer such affiliation merely due to the limited use of the United Technologies Trademarks as contemplated herein), and (b) to use diligent efforts to eliminate use of the United Technologies Trademarks.","Wade Enterprises, Athlete and together with Naked, are each referred to herein as a ""Party"" and collectively, the ""Parties"".",0
random,4661,4902,,"Consultant will not, during the Term, and for a period of one (1) year thereafter, directly or indirectly:","The foregoing provisions of this Section 6 shall not apply to any invention that CONSULTANT developed entirely on CONSULTANT's own time without using the Company's equipment, supplies, facilities or trade secret information, except for those inventions that (i) relate to the Company's business or actual or demonstrably anticipated research or development, or (ii) result from any work performed by CONSULTANT for the Company.",0
random,4698,8274,,"Upon thirty (30) days prior written notice from a Party (the ""Auditing Party""), the other Party (the ""Audited Party"") shall permit an independent certified public accounting firm of nationally recognized standing selected by the Auditing Party and reasonably acceptable to the Audited Party, to examine, at the Auditing Party's sole expense, the relevant books and records of the Audited Party and its Affiliates as may be reasonably necessary to verify the accuracy of the reports submitted by the Audited Party in accordance with Sections 3.4(d), 4.1(c) and 4.3(a) and the payment of Promotion Fees hereunder.",No Party may assign any rights under this Agreement or delegate any duties hereunder without the prior written consent of the other Party.,0
random,4744,9367,,"The HOF Entities grant to Constellation a nonexclusive, nontransferable, royalty-free license to use the marks set forth on Exhibit F (""HOF Entity Marks"") in the United States or online during the Term solely in connection with (i) Constellation's use and promotion of the designations set forth on Exhibit E in connection with commercial activations, marketing promotions, commercial programs and marketing programs related to the Village, (ii) B2B-related and B2C-related marketing activities approved by the HOF Entities and (iii) as otherwise expressly contemplated by this Agreement.","At any time that there is no uncompleted Statement of Work outstanding, either party may terminate this Agreement for any or no reason upon fifteen (15) days advance notice to the other.",0
random,4816,7961,,"Upon expiration or termination of this Agreement, the Company will (i) provide reasonable cooperation and assistance to Allscripts, at Allscripts' written request and to the extent necessary to fulfill any continuing obligations under this Agreement, in transitioning the terminated Support Services to an alternative service provider; and [***].","TO THE GREATEST EXTENT PERMITTED UNDER APPLICABLE LAW, IN NO EVENT WILL A PARTY'S AGGREGATE LIABILITY (ABOVE AMOUNTS ACTUALLY PAID OR REIMBURSED BY SUCH PARTY'S INSURER (TO THE EXTENT NOT SELF-INSURED)) FOR A CLAIM ARISING OUT OF OR RELATED TO THIS AGREEMENT UNDER ANY LEGAL OR EQUITABLE THEORY, INCLUDING BREACH OF CONTRACT, TORT (INCLUDING NEGLIGENCE), STRICT LIABILITY, AND OTHERWISE EXCEED [***], EXCEPT THAT (A) SUCH LIMITATION SHALL NOT APPLY TO (I) A PARTY'S BREACH OF ARTICLE 10 (CONFIDENTIALITY), [***], (V) A PARTY'S FRAUD, GROSS NEGLIGENCE OR WILLFUL MISCONDUCT OR (VI) A PARTY'S INDEMNIFICATION OBLIGATIONS UNDER ARTICLE 12 (INDEMNIFICATION; INSURANCE) AND (B) SUCH LIMITATION ON LIABILITY SHALL NOT INCLUDE ANY AMOUNTS ACCRUED AND ACTUALLY OWED PURSUANT TO THE TERMS OF THIS AGREEMENT.",0
random,4845,8516,,Any assignment of this Agreement in contravention of this Section 18.9 shall be null and void.,"In the event that either party does not give such notice, the term of this Agreement shall be automatically renewed for another one (1) year.",0
random,4881,9378,,This Agreement shall be deemed to have been made in the     --------------     state of Washington and shall be construed in accordance with the laws of     the state of Washington.,COMPANYS' MAXIMUM LIABILITY TO CONTRACTOR FOR ANY REASON ARISING OUT OF THIS AGREEMENT SHALL BE LIMITED TO THE AMOUNT OF FEES PAID TO CONTRACTOR.,0
random,4968,6135,,This Agreement shall be governed by and construed in accordance with the laws of the State of New York without reference to any rules of conflict of laws.,"During the 18-month period following the payment by one party of any amount due under this Agreement to the other party, the party receiving",0
random,4986,9070,,"If Sanofi provides such Notice of Interest during [***], then RevMed shall not negotiate with any Third Party the terms under which such Third Party would obtain any development or commercialization rights with respect to a SHP1-SHP2 Dual Inhibitor during the SHP1-SHP2 Dual Inhibitor Licensing Negotiation Period.","Equidata may audit, at Equidata's expense, the Marketing Affiliate's marketing, practices and activities for the  purpose of assuring compliance with this Agreement.",0
random,4995,6086,,"In the case of RevMed, the intellectual property owned or controlled by any such Acquiror or its Acquiror Family prior to the applicable Change of Control or other similar transaction immediately prior to such acquisition (other than as a result of a license from the acquired Party) or is thereafter developed outside the scope of this Agreement in accordance with this Agreement shall be excluded from the RevMed Licensed Technology, in each case only for so long as the remainder of the conditions of this Section 15.2 are met, and the Acquiror Family shall be excluded from ""Affiliate"" solely for purposes of the applicable components of the intellectual property definitions set forth herein, in all such cases if and only if: (A) the acquired Party remains a wholly-owned subsidiary of the Acquiror; (B) all intellectual property of the Acquired Party Family and","Neither Party shall sell, transfer or assign this Agreement or the rights or obligations hereunder, without the prior written consent of the other Party, such consent not to be unreasonably withheld or delayed.",0
random,5115,8541,,"NO ACTIONS, REGARDLESS OF FORM, ARISING OUT OF THIS AGREEMENT, MAY BE BROUGHT BY DISTRIBUTOR MORE THAN ONE (1) YEAR AFTER THE CAUSE OF ACTION HAS ARISEN.",Moelis Holdings agrees not to open an office in Japan conducting Covered Businesses during the term of this Agreement.,0
random,5139,5638,,"This Agreement is subject to and governed by the laws of the State of Delaware, U.S.A. (without regard to conflict of law principles).","written notice of the cancellation, termination or change at least thirty (30) days in advance of the effective date of the cancellation, termination or material adverse change:

(a) Worker's Compensation Insurance as required by the laws of the state where Operator's facilities are located;

(b) Employer's liability insurance with limits not less than One Million Dollars ($1,000,000); and

(c) Commercial General Liability Insurance, including bodily injury and property damage liability including premises operations, contractual liability endorsements, products liability and completed operations with limits not less than Five Million Dollars ($5,000,000).",0
random,5157,6580,,The Party seeking to enforce such infringement claims [***] of any suit brought by it claiming infringement of any Joint Patent. T,"Equifax hereby grants, and will cause the other members of the Equifax Group to grant, to Certegy a fully paid, non-exclusive, perpetual, worldwide, non-transferable license to use, modify, copy, improve, create Derivative Works and Certegy Enhancements from, and sublicense the Licensed Equifax Materials (excluding the Utility Software Programs) solely for use in the Certegy Business and as that business may evolve and change in the future, subject to the following:

          (i)   Certegy shall not sublicense, or otherwise disclose or                 distribute, or permit any Person to use, the Licensed Equifax                 Materials (excluding the Utility Software Programs), except in                 accordance with Section 4.1(b);

          (ii)  Certegy shall hold the Licensed Equifax Materials (excluding the                 Utility Software Programs) in strict confidence; will not remove                 or destroy any proprietary markings of the Equifax Group on or                 contained in the Licensed Equifax Materials (excluding the                 Utility",0
random,5371,8461,,"Notwithstanding the foregoing, Excite may display Excite                   Search results links to NetGrocer's Competitors in Excite                   Search results pages in response to user queries, may display                   links to NetGrocer's Competitors in Excite's general                   directory of Web sites and, after giving NetGrocer reasonable                   advance notice, in search results displayed in ""Excite                   Shopping Service powered by Jango"".","In consideration of the license of Liquidmetal Technical Information and the Licensed Equipment granted by Liquidmetal, Eutectix agrees to pay Liquidmetal a cash royalty based on a percentage of the invoice price of any Licensed Products (but not including Liquidmetal Products) sold by Eutectix or its permitted sublicensees and for which payment was actually received by Eutectix.",0
random,5480,6389,,"Subaru of America, Inc., its parent and subsidiaries shall be included as  additional insureds under the CGL using ISO additional insured endorsement CG 20 10 or a substitute providing equivalent coverage.",We will provide you or one of your principals and up to five (5) additional persons with a comprehensive initial training program and additional training programs from time to time.,0
random,5592,7760,,"Election. If HOC delivers the Financing Election, one or more of the HOC Entities shall pay the purchase price for, and the Company shall issue, additional Shares, free and clear of all liens and encumbrances.","If Calm does not exercise its ROFR within the ROFR Period, XSPA may enter into such agreement or arrangement with respect to the applicable region and/or Stores set forth in the ROFR Notice with any third party; provided that, such agreement or arrangement are on the same terms offered to Calm (it being understood that in the event XSPA modifies such terms, XSPA shall provide a new ROFR Notice to Calm in accordance with this Section ​3.02).",0
random,5656,7244,,"To the extent that any such ACSI Derivative Works or Company Derivative Works are not ""works made for hire"", Company hereby assigns and agrees to assign to ACSI (or such of its Affiliates as it may designate) all right, title and interest to all ACSI Derivative Works and all associated Intellectual Property Rights, and ACSI hereby assigns and agrees to assign to Company (or such of its Affiliates as it may designate) all right, title and interest in and to all Company Derivative Works and all associated Intellectual Property Rights. Each Party shall take, at the other Party's expense, any actions (including, without limitation, execution and delivery of affidavits and other documents) reasonably requested by such other Party to effect, perfect or confirm its or its designee's ownership rights as set forth in this Section 6.1.3  [Ownership].","In this regarding, within thirty (30) days from the  execution of this Agreement, Bizzingo will secure an insurance policy with limits of $5,000,000 per event and $ 5,000,000 umbrella,  naming Theismann as an additional insured, covering the losses and claims stated in this sub-paragraph d.",0
random,5712,8970,,"The Professional acknowledges that she will have a right, pursuant to and under the","As used in this Agreement the term ""Transfer"" means any voluntary, involuntary, direct or indirect assignment, sale, gift, exchange, grant of a security interest, or occurrence of any other event which would or might change the ownership of any Interest, and includes, without limitation: (1) the Transfer of ownership of capital stock, partnership interest or other ownership interest (including the granting of options (such as stock options or any option which give anyone ownership rights now or in the future); (2) merger or consolidation, or issuance of additional securities representing an ownership interest in Franchise Owner; (3) sale of common stock of Franchise Owner sold pursuant to a private placement or registered public offering; (4) Transfer of an Interest in a divorce proceeding or otherwise by operation of law; or (5) Transfer of an Interest by will, declaration of or transfer in trust, or under the laws of intestate succession.",0
random,5807,8314,,"Seller hereby covenants and agrees, that from time to time forthwith upon the reasonable written request of Backhaul or Buyer, that Seller will, at Backhaul's cost and expense, do, execute, acknowledge and deliver or cause to be done, executed, acknowledged and delivered, each and all of such further acts, deeds, assignments, transfers, conveyances and assurances as may reasonably be required by Backhaul or Buyer in order to transfer, assign, convey and deliver unto and vest in Backhaul title to all right, title and interest of Seller in, to and under the Assigned Intellectual Property.","assign, transfer, alienate, encumber or hypothecate any of its rights or obligations hereunder without the express prior written consent of the other party, except that Consolidated Artists shall have the right to assign the financial benefits hereof and TPC hereby consents to such assignment.",0
random,5908,6799,,"Subject to the restrictions set forth in Section 5.1 of this Agreement and Section 2.3 of the Warrant, in the event any member of the Farids Group proposes to Transfer (other than a Permitted Transfer) (i) a Threshold Block, in a transaction or series of related transactions, that, to the Farids Group's knowledge (after due inquiry in connection with a private, non-open market transaction) is to a Person whom the Company reasonably determines is a direct or indirect material competitor of the Company or any Affiliate of such Person or (ii) a Significant Block, in a transaction or series of related transactions, that, to the Farids Group's knowledge (after due inquiry in connection with a private, non-open market transaction) is to a Person whom the Company reasonably determines is a direct or indirect material competitor of the Company or any Affiliate of such Person (in each case, regardless of whether such Transfer will constitute a 144 Sale), the Farids Group shall furnish to the Company a written notice of such proposed Transfer (a ""ROFR Sale Notice"") at least (5) business days prior to the business day that the Farids Group proposes to effect such Transfer.","Guaranteed Minimum Royalty during the First Additional Term:   In the event that the Renewal Threshold is achieved in the Third Contract Year, during the First Additional Term the Minimum Royalty and Timing of Payment shall be as follows:   Contract Year   Minimum Royalty   Timing of Payment Four   $2,500,000   $833,333.33 payment due on the following dates: July 23, 2016; October 1, 2016; February 1, 2017 Five   $2,500,000   $833,333.33 payment due on the following dates: July 23, 2017; October 1, 2017; February 1, 2018 Six   $2,500,000   $833,333.33 payment due on the following dates: July 23, 2018; October 1, 2018; February 1, 2019",0
random,5927,8456,,"Neither party may assign this Agreement,                           in whole or in part, without the other party's                           written consent (which will not be unreasonably                           withheld or delayed), except that no such consent                           will be required in connection with (i) a merger,                           reorganization or sale of all, or substantially all,                           of such party's assets or its","The following additional terms shall apply to Eutectix's exercise of this option: (a) Eutectix's option hereunder shall be exercisable by providing Liquidmetal with written notice of its intention to exercise its chosen option no later than the effective date of termination. Such notice shall include a description of the assets Eutectix will purchase (the ""Optioned Assets""). (b) In the event that Eutectix and Liquidmetal cannot agree to a fair market value for the Optioned Assets, then the fair market value shall be determined by an independent third-party appraisal. Eutectix and Liquidmetal shall each select one independent, qualified appraiser, and the two so selected shall select a third appraiser, all three to independently from one another determine the fair market value of the Optioned Assets. The purchase price shall be the mean of the fair market values as determined by the three appraisers. (c) The closing for the purchase of the Optioned Assets will take place no later than sixty (60) days after the termination, unless the Parties cannot agree on the price, in which case, closing will take place no later than sixty (60) days after the three independent appraisals have been received. Eutectix will pay the purchase price in full at the closing. Liquidmetal must sign all documents of assignment and transfer as are reasonably necessary for purchase of the Optioned Assets by Liquidmetal. (d) In the event that Eutectix does not exercise its right to purchase the Optioned Assets as set forth above, Liquidmetal will be free to keep or to sell, after such termination to any third party, all of the Optioned Assets and shall be responsible for timely removing equipment not purchased by Eutectix at Liquidmetal's own expense. In the event Liquidmetal fails to timely remove such Optioned Assets, in light of the periods for continued operation in Section 5.4(b)(ii) and closing in Section 5.5(c), Eutectix may dispose of them, at Liquidmetal's cost, with no liability to Eutectix.",0
random,6050,8622,,"EXCEPT WITH RESPECT TO THE INDEMNITY OBLIGATIONS IN SECTION 14, THE CONFIDENTIALITY OBLIGATIONS UNDER SECTION 16, AND THE YEAR 2000 COMPLIANCE OBLIGATIONS UNDER SECTION 20, NOTWITHSTANDING ANYTHING TO THE CONTRARY CONTAINED IN THIS AGREEMENT, UNDER NO CIRCUMSTANCES SHALL EITHER PARTY BE LIABLE TO THE OTHER PARTY WITH RESPECT TO THE SUBJECT MATTER OF THIS AGREEMENT UNDER ANY CONTRACT, NEGLIGENCE,

                                                                              10

STRICT LIABILITY, TORT OR OTHER LEGAL OR EQUITABLE THEORY FOR ANY INDIRECT, INCIDENTAL, CONSEQUENTIAL, SPECIAL OR EXEMPLARY DAMAGES (INCLUDING, WITHOUT LIMITATION, LOSS OF REVENUE OR GOODWILL OR ANTICIPATED PROFITS OR LOST BUSINESS), EVEN IF SUCH PARTY HAS BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.",The Adviser shall make available to the Trust during regular business hours all records and other data created and maintained pursuant to the foregoing provisions of this Agreement for reasonable audit and inspection by the Trust or any regulatory agency having authority over the Trust.,0
random,6187,8514,,The term of this Agreement shall be five (5) years.,"The term of this Agreement shall continue for one (1) year following the Launch Date, unless earlier terminated as provided herein.",0
random,6468,8502,,"TL's initial order for each recorded                   Product shall be a minimum of five thousand (5,000) units.",The coverage of third-party liability insurance shall not be lower than RMB1 million.,0
random,6586,6869,,"Without limiting the foregoing, Certegy hereby grants, and will cause





the other members of the Certegy Group to grant, to Equifax a fully paid, non- exclusive, perpetual, worldwide, transferable license to use, modify, improve, create Derivative Works from, and sublicense, the Utility Software Programs (in both object and source code format) identified on Exhibit L as being owned by Certegy or a member of the Certegy Group for any and all fields of use and to any and all Person",". Without limiting the generality of the foregoing, upon any termination of this Agreement by either Party in accordance with its terms (or otherwise), in no event shall STAAR be required to pay to Distributor any ""good will"" or other payment of any nature or kind based on the sales, business development or other activities of Distributor during the term of this Agreement.",0
random,6598,9158,,"From and after the Closing Date, Equifax and Certegy shall each, and shall cause each member of its Group to, afford the other and its accountants, counsel and other designated Representatives reasonable access (including using reasonable efforts to give access to person or firms possessing such information) and duplicating rights during normal business hours to all records, books, contracts, instruments, computer data and other data and information in its possession relating to the assets, Liabilities, Licensed Materials, business and affairs of the other (other than data and information subject to any attorney/client or other privilege), insofar as such",EFS agrees that these policies shall not be canceled or materially changed without at least thirty (30) days'  prior written notice to Client.,0
random,6618,7310,,This Agreement shall become effective on the date first written above and shall continue in effect for a period of Three (3) years.,"Agent's appointment hereunder shall commence on the next business day after the later of (i) the date hereof, or (ii) the date Agent has confirmed that Client's records have been converted to Agent's system (the ""Effective Date""), and shall continue for three years thereafter (the ""Initial Term"").",0
random,6706,7516,,"Further, during the Non-Competition Period, Rubicon shall not solicit any





employee of ISA or any employee of any ISA Client.","Paragraph 1(a) of the Agreement is amended to provide that Fox grants Licensee a worldwide, exclusive (except as otherwise may be provided in the Agreement), non-transferable right and license to distribute video clips for the property ""KINGDOM OF HEAVEN"" (""KOH Video Clips"")",0
random,6773,7025,,"collectively, ""MusclePharm"" or the ""Company""","Once the monthly License Fee for a particular Unit has started, it will continue for a minimum of 36 consecutive months with the only exception being that should Power2Ship uninstall a particular Unit from one customer and install it at another customer, Power2Ship is permitted to suspend the monthly License Fee for that particular Unit for a maximum of 2 months during the life of this Agreement.",0
random,6811,7194,,"Endorser also agrees to the use on a world-wide basis (as specified pursuant to Section 6 below and subject to the terms and conditions of this Agreement), during the Term, of his Name and Appearance Rights to advertise and promote the business of MusclePharm, its Products, and the Licensed Products.",This Agreement shall be governed by and construed in accordance with the laws of the state of Delaware.,0
